userName,Rating,Review,Tanggal
Pengguna Google,1,"Awalnya ngak mau gini, cuna twt ngak banget, akun ku ngak kenapa napa di block, padahal isinya kpop, terus aku coba berapa kali download twt, setiap mau bikin aku baru selalu ngak bisa, apa apaan nih? Tolong dong diperbaiki dikit, aku suka make twt, cuma kalau kayak gini jadi kecewa",2020-03-29 08:44:23
Pengguna Google,1,"Perasaan ini apk sering banget minta untuk di update🙄setelah selesai di update malah makin eror, sering banget bermasalah, seperti nge lag, scrol dgn sendirinYa, Yang paling menYebalkan itu sering banget Keluar secara tiba tiba. X",2022-06-23 14:51:48
Pengguna Google,1,"Saya kasih bintang 1 dulu, karena malah makin gak beres,, masa abis diperbarui malah gak bisa keluar,, jadi abis buka pesan klik kembali ke beranda bisa, nanti klik kembali biasanya keluar ini malah kembali ke pesan lagi dan seperti itu seterusnya..",2019-12-22 09:20:20
Pengguna Google,2,"Tiba² gabisa buat download gambar, mana teaser EXO lagi. Sinyal lancar² aja, buat aplikasi lain juga lancar. Udah di uninstal trus instal ulang tetep aja gabisa buat buka² foto, udah di refresh puluan kali pun tetep gabisa.",2021-05-25 16:35:47
Pengguna Google,1,mau login loading trs eror ga jelas,2025-03-10 15:56:37
Pengguna Google,1,udah lebih seminggu twitter belum juga bagus performa nya.. sering nge hang (freeze) dan setelah itu langsung keluar sendiri.. gak bisa scroll timeline SAMA SEKALI. nanti bintangnya ditambahin kalo secepatnya ada solusi dan segera dibenerin.,2019-04-03 09:26:01
Pengguna Google,2,"harus memperbarui imail melulu,akun yg sdah di follow,mala di suruh ikuti lagi.",2025-03-30 19:40:13
Pengguna Google,1,"Tiba-tiba gak bisa dipake, ini gimana sih?? Aplikasi rusak",2025-03-11 11:11:29
Pengguna Google,1,"Twitter semakin lama semakin mengecewakan, setiap update bukannya semakin bagus malah menurun dengan adanya fitur-futur seperti tombol viewers yang menurut saya sangat mengganggu. Update nomor hp tidak bisa, akun tiba-tiba suspend padahal posisi tidak digunakan.",2023-02-06 02:00:31
Pengguna Google,2,"Kenapa sulit sekali untuk mendaftar? Setiap kali saya memasukan nomor telepon, selalu ada tulisan 'Ada kesalahan teknis and bla bla bla.' Saya coba berkali-kali, namun hasilnya tetap sama dan akhirnya hanya mendapat tulisan 'Anda telah melampaui batas jumlah percobaan.' What is the problem? Sinyal? Bagus. Nomor telepon? Benar. Please update and fix the problem. Terimakasih.",2020-05-23 14:29:08
Pengguna Google,4,"menurut gue twit oke, app nya bagus, gue suka. tapi bisa di up lagi ga? jadi ngga cuma gambar aja yang bisa di simpen, video juga, kan sayang banget kalo video bagus mau nyimpen ngga bisa, harus salin link terus download lewat google, ribet banget.",2021-06-01 17:03:38
Pengguna Google,1,"Twitter sekarang ga sama kyk yg dulu. Dulu udahh ok gaperlu ada perubahan apapun, masih nyaman pake aplikasinya. Lah sekarang, kyk gabisa ngapa²in, suka sering kesalahan teknis, sama akun ditangguhin tanpa sebab. Tolong dong solusinya biar twitter tetap berkembang ya...",2024-03-30 10:55:13
Pengguna Google,1,"Aplikasi gajelas Padahal dulu buat login mudah,sekarang gak bisa sama sekali selalu muncul kesalahn teknis.login aja belom udh kesalahn teknis darimna ngaco deh ini aplikasi,semakin maju bukanya semakin bagus berkembang ini malah makin buruk aplikasinya makin jelek gabisa di gunain",2023-05-25 14:01:28
Pengguna Google,1,"Loading gambar & video lama banget, padahal buka aplikasi lain ngebut. Buat streaming resolusi tinggi aja masih lancar, tapi buat buka Twitter lama banget load gambar/videonya",2022-08-16 15:38:52
Pengguna Google,5,Klau ada trending sama seperti dulu mantap,2025-03-06 22:42:39
Pengguna Google,1,"performa x sekarang berkurang, jadi sering bug",2025-03-11 09:18:14
Pengguna Google,1,"Kecewa aplikasi nya jadi jelek banget, dari nge load foto atau video lama padahal jaringan baik baik aja, edit profil susah, sampe banyak fitur yg gak jelas, pokoknya jelek banget jadinya :/",2024-05-19 04:30:10
Pengguna Google,4,"overall bagus, tapi plis tambahin fitur lagi dongg, kayak instagram gitu bisa ngedit foto sblm di tweet. sama tambahin fitur fleet lagi pliss butuh banget buat promosi gituu, klo bisa kyk ig jugaa bisa ngedit jadi aesthetic, ada stiker nya, gif, banyak filter😋",2022-01-13 07:46:55
Pengguna Google,1,Makin di update makin bikin tidak nyaman. Tampilannya insight terbaru sangat mengganggu dan loading gambar/videonya juga lama. Tolong kembalikan versi yang lama.,2022-12-26 10:25:37
Pengguna Google,4,"aplikasinya oke sih. ga menguras banyak kuota, bikin up to date karna ada kolom trending. sayang kayaknya yg followersnya dikit yg muncul cuma 'tren untuk anda' terus selain itu update terbarunya bikin males. font nya kenapa dirubah ya. mending ada settingnya aja mau font dari hp atau dari twitter lah. soalnya kurang suka.",2021-09-04 03:52:41
Pengguna Google,5,"""Aplikasi X luar biasa! Saya sangat terkesan dengan antarmuka yang intuitif dan fitur-fitur yang canggih. Pengalaman pengguna yang lancar membuat saya semakin terpikat untuk menggunakan aplikasi ini setiap hari. Dengan berbagai fungsi yang disediakan, aplikasi X membantu saya meningkatkan produktivitas dan membuat hidup saya lebih mudah. Saya sangat merekomendasikan aplikasi ini kepada siapa pun yang mencari solusi yang andal dan efisien untuk kebutuhan mereka.""",2024-02-14 03:04:25
Pengguna Google,1,"Aplikasi nya buruk pas mau masuk ke apk nya malah lemot, mau scroll ke bawah tiba tiba keluar sendiri, mau liat video malah loading padahal jaringan bagus buka YouTube kok ini GK bisa, tolong di perbaiki lagi",2022-11-30 15:01:21
Pengguna Google,1,"twitter sekarang lemot banget, buka gambar dan video aja ga bisa terus. udah di-upgrade, sampe gonta ganti kartu Internet krn aku kira jaringanku yg bermasalah, ternyata emang apknya yg lemot😑 perbaiki lagi dong, lama-lama ngeselin juga begitu terus.",2022-08-21 11:52:46
Pengguna Google,3,"Twitter makin kesini makin gk enak, setiap mau nonton video dan coba dalam layar full suara hilang, sebaliknya, waktu gak layar full suaranya ada tolong dong di perbaiki lagi",2022-08-28 13:37:26
Pengguna Google,1,Benar-benar sampah. Banyaknya gangguan bahkan alasan tidak jelas. Tidak bisa login karena alasan gangguan. Koneksi sangat lancar tetapi banyak gangguan. Tidak ada yang bisa diharapkan dari aplikasi ini.,2023-11-01 16:26:08
Pengguna Google,3,"Halo, Twitter! Maaf, tapi twitter saya bermasalah. Ketika saya membuka Utas, kemudian saya scroll untuk melihat selengkapnya selalu tidak bisa. Istilahnya 'stuck' di bagian atas dan tidak bisa di sentuh lagi. Seperti nge-hang, tapi ponsel tidak mati. Mohon bantuannya! Terimakasih.",2019-05-07 22:26:51
Pengguna Google,4,"Sebenarnya aplikasinya bagus, hanya saja kadang saat sedang scroll thread atau beranda suka tiba-tiba balik ke awal/layar hitam seperti loading dan tweet di beranda sering ""hilang"" saat mau dilihat, biasanya jadi ada di tweet terbaru jadinya harus di scroll lagi ke atas. Saran topik juga cukup mengganggu bagi saya. Sisanya sudah bagus.",2022-03-03 23:27:49
Pengguna Google,1,Setelah update malah gak bisa follow siapapun. Malah dibatasi ... Tolong dong jangan mebuat pengguna merasa gak nyaman atas app ini. Sebalum nya bisa ikuti siapa saja kapan saja semau kita... Tlg dong perbaiki... Diupdate ya update tapi jgn rubah sistem atau fitur yg sudah ada😒😒😒,2020-08-15 05:12:34
Pengguna Google,1,"markah saya hilang semua tiba2 padahal ga saya hapus sama sekali. mood saya lagi buruk nambah buruk gara2 twt ga guna. baru di update kenapa jadi gabisa dibuka twtnya (kaya lemot banget bnr2 gabisa kebuka)? sinyal dan kuota lancar, memori juga aman. diperbaiki dong ini apknya kenapa makin kesini makin jelek sih",2022-07-25 09:49:15
Pengguna Google,1,Jelek banget!!! Tolong ini diperbaiki padahal jaringan full kuota jga banyak tapi vidio dan gambar selalu lemot bahkan 'Vidio gagal dimuat' itu bikin kesel banget!!! Jadi tolong di perbaiki!!!,2023-06-19 11:13:47
Pengguna Google,1,"Akun dibatasi gara² kebanyakan follow orang terus log out sendiri. Mau masuk lagi masukkan kode verifikasi, kodenya ga masuk² baik lewat SMS atau telepon. Padahal pas mau masuk, coba² pencet yg lupa kata sandi, verifikasi kodenya masuk dan bisa. Kenapa untuk masuk akun verifikasi kodenya ga masuk² dari kemarin, sampai limit percobaan kirim kode habis.",2021-06-28 13:17:10
Pengguna Google,1,"kenapa waktu saya membuka aplikasi Twitter ini tiba-tiba ngelag berhenti ,dan muncul aplikasi tidak menanggapi ..hal itu berulang terus, sampai Twitter saya uninstall tapi tetap ngelag seperti itu.. mohon perbaikannya",2019-05-04 12:28:19
Pengguna Google,1,Mohon di respon ya. Ini twitternya sebenarnya kepada . Pas saya mau masuk keakun yang lama tapi malah gak bisa bilangnya nomer ini udah di pakek padahal cuma saya yang pakek/ gak kodenya gak kekirim ke saya padahal udah nunggu lama. Tetep aja gak bisa mana udah nyoba berulang-ulang. Padahal nomernya bener kok,2022-06-20 04:19:54
Pengguna Google,4,"so far, aplikasinya bagus sih. kita bisa update info terbaru dari mana aja + dapet temen online. sayangnya, ada beberapa hal yang kadang bikin kesel. contohnya kaya kasus akun-akun yang kena s word. tolong dong developer, jangan dikit-dikit main nangguhin/ngunci akun : ( jangan sering ngasih limit juga huhuhu T.T niat awal mau interact sama user yang lain, ehh ada aja halangannya. sama tolong fitur bookmarknya diperbaikin. kalo mau cari tweet di bookmark kadang suka susah, harus scroll dulu : )",2020-12-21 04:07:30
Pengguna Google,4,Mungkin karena kegaptekan saya. Tapi mohon dipermudah kalo ada vote gitu misal udah dikasih linknya tinggal klik tombol vote saja.. Kok saya pernah mau vote udah dikasih link malah tambah bingung.,2022-10-01 06:21:42
Pengguna Google,2,"Twitter sekarang kenapa sih???? Iklannya banyak, mana tiap scroll stuck mulu, ga bisa scroll lebih lanjut, kecuali di refresh. Mana muncul tweet2 lama, yang baru tuh kek tenggelam. Autoscroll videonya ganggu bgt. Lemot, liat qrt gabisa. update napa ah. Kesel",2024-10-08 02:27:43
Pengguna Google,4,"Salah satu aplikasi yang menghibur dan menyenangkan. Lewat twitter, kita bisa ketemu orang-orang dengan pola pikir yang berbeda dan pendapat yang berbeda. Awalnya saya amat sangat menyukai twitter, tapi akhir-akhir ini banyak update fitur twitter yang sebenarnya tidak terlalu berguna. Ini bisa jadi masukan untuk developer aplikasi twitter.",2021-12-31 22:42:22
Pengguna Google,1,Untuk masalah verifikasi sangatlah (BURUK) Dikarenakan akun saya biasanya tidak ada masalah sekarang malah tidak bisa di akses lagi padahal akun sudah bertahun-tahun lamanya Tertulis (AKUN ANDA DI TANGGUHKAN) P. MAKSUD?? Sangat (KONYOL) TOLONG PERBAIKI!!!,2024-03-11 06:28:17
Pengguna Google,1,Saya sudah punya akun tetapi kenapa saat masuk lagi sellau tidak bisa ini terjadi setelah saya uninstal kemudian saat instal kembali dan ingin masuk sellau tidak bisa aneh bahkan kalo dihitung saya sudah ada 4 akun twiter mungkin karena kalo mau masuk harus bikin aku baru terusss hadeuh,2021-07-24 22:36:51
Pengguna Google,1,"Kenapa akun saya ditangguhkan? Saya baru daftar dan ketika disuruh mengisi nomor telepon, sudah saya isi dengan benar. Tapi tulisan yang muncul malah ada kesalahan teknis. Saya jadi tidak bisa daftar. Tolong diperbaiki, nanti rating nya saya naikkan begitu sudah diperbaiki",2020-02-14 07:17:37
Pengguna Google,2,"tolong kepada pihak pengembang aplikasi ini.. segera di perbaiki, ada apa dengan pemutaran video ? kenapa selalu bufering, padahal kuota banyak, jaringan bagus.. segera perbaiki tuan.. atau anda akan kehilangan penggemar..",2020-04-14 07:04:20
Pengguna Google,2,Sering eror dan gagal upload,2025-03-11 20:47:52
Pengguna Google,1,"Ada Kesalahan Teknisi Ulangi Permintaan Anda Nanti. Nih kenapa dah semenjak di pegang Elon Musk Twitter sering dan banyak sekali error dan bug nya. Padahal cuman buka app nya aj error dan ke log out sendiri. Tolong di perbaiki lagi error dan bug nya, klo mau user nya bertahan yah harus di tingkatkan performanya.",2023-09-13 12:51:23
Pengguna Google,3,"Kalau lagi scroll timeline di profile terus pencet tweet-nya (untuk lihat media atau replies), pas pencet back langsung balik ke paling atas. Semoga nanti bisa dibuat supaya tidak otomatis balik ke tweet paling atas setelah scroll di profile.",2022-04-16 18:13:16
Pengguna Google,1,"di update malah makin jelek. tampilannya kaya fb lah, font nya juga mending balikin ke yang awal. oh iya sama satu lagi setelah di-update jdi gabisa ngirim menfess ke base manapun, jadi males buat on twitter",2021-10-19 15:36:38
Pengguna Google,3,akun saya sering di blokir aplikasi setiap sehabis mendaftar 2-4 jam kemudian langsung di blok dengan alasan berisi konten dewasa sedangkan saya tidak melihat hal porno dan tidak nge follow akun akun yang memposting hal hal dewasa,2025-03-13 07:12:50
Pengguna Google,1,"Gak ada niatan memperbaiki bug kah ? Loading lama banget kalau buka video padahal wifi saya lancar ,buka apk lain lanjar aja tapi kalau buka apk X sangat berat, tolong kembali kan twitter biru yang dulu",2024-08-25 08:00:17
Pengguna Google,1,"Auto refreshnya bisa di matiin aja gak sih!! Mengganggu banget, pas gue mau liat2 berita event yang menurut gue menarik malah kerefresh sendiri Tolol!! Ama auto scrolling nya juga bisa dihilangkan aja gak sih, sebel banget sih gue ama fitur2 yang tidak berguna seperti itu!",2024-08-25 20:34:14
Pengguna Google,1,"Dari apk rada ga bagus, karena untuk upload 1 foto aja, upload nya lama banget, padahal jaringan lancar, masa upload gak selesai selesai, apa mungkin kita harus pake starlink supaya kita bisa upload dengan cepat? Tolong lah",2024-08-24 21:35:01
Pengguna Google,4,"Pengalaman 12 tahun bergabung dengan twitter adalah salah satu hal terbaik dalam hidup saya. Tapi, hari ini ada satu hal yang saya keluhkan. Mengapa ketika saya ingin mengupload foto, semua foto saya auto-rotated? Ketika saya rotate untuk memperbaikinya dan klik upload, tidak memberikan perubahan dan tetap berada pada rotasi yang tidak tepat. Mohon saran untuk memperbaiki kesalahan aplikasi tersebut. Thanks.",2023-03-06 14:26:58
Pengguna Google,3,"saya ingin mengajukan keluhan yaitu aplikasi twitter saya suka ngefreeze sendiri sendangkan buat aplikasi lain dan twitter lite baik baik saja. saya udh beberapa kali ngeinstal dan uninstall aplikasi ini, dan ttp aja gk ada perkembangan. ttp ngefreeze tiba tiba, mohon bantuannya buat pihak twitter. terima kasih",2019-04-25 13:48:27
Pengguna Google,1,"gausa ubah Twitter yg dulu lancar jadi X,banyak bug,mulai dari verifikasi nomor telefon yg error,foto yg gabisa dimuat,gajelas banget bikin aplikasi,bagusan juga Twitter yg dulu!!!",2024-05-23 13:47:12
Pengguna Google,4,"Setelah lihat ulasannya ternyata banyak yg kecewa saat diupdate ke twiter mode X yg baru . Untungnya aku blm update ke X, dan masih mode twiiter logo burung biru. Heheh. Kelemahannya cuma kita ga bisa baca kutipan orang lain aja sih. But its okay. Selebihnya normal.",2024-08-14 04:01:46
Pengguna Google,1,semakin update semakin ga jelas,2025-03-23 14:27:47
Pengguna Google,1,"Always problem with the log in. Tolong diperbaiki karena saat login tidak bisa padahal username dan pass sudah benar. Hanya ada notif masih ada gangguan -,- + masih banyak bug,, hadehh",2024-01-03 08:24:12
Pengguna Google,1,"Ini kok video nya gak bisa diputar padahal sinyal udah bagus udah pake wifi tapi tetep gak bisa diputar,pas udah bisa diputar malah berhenti gak bisa diputar lagi terus pas aku scroll kebawah video nya malah gak bisa diputar sama sekali.kemarin udah lancar kok hari ini ngebug lagi sih",2024-05-12 01:58:21
Pengguna Google,2,Kenapa Twitter tidak bisa memutar video kalau menggunakan jaringan seluler padahal jaringan 4g dan full... Tapi lancar memutar video kalau menggunakan WiFi meskipun jaringan terkadang tidak full,2020-04-22 04:24:07
Pengguna Google,1,"Tolong diperbaiki lg ,di upgrade bukanny makin bagus malah makin gk bagus kalo menurut saya ,mau liat postingan yg lalu2 gk bisa ""tidak dapat memperbarui kabar beranda"" padahal sinyal bagus ,play video pun susah ,biasa klik 2x percepat malah nge like intinya malah lebih bagus versi sebelumnya",2023-04-20 20:04:50
Pengguna Google,1,"udah seminggu lalu setelah diupdate, twitter kenapa sekarang kalo mau masuk aplikasinya keluar keluar terus. tadi kira ada pemberitahuan update bakalan lancar lagi eh ternyata sama aja keluar lagi, coba di uninstall terus di instal lagi tapi masi tetep gitu, ayo dong gimana ini caranya biar kayak semula lagi gak mentok di beranda yang gak kebuka sama sekali",2022-03-23 22:39:17
Pengguna Google,2,"baru download dan pake aplikasi twitter sejak januari, terus udah 1 bulanan ini bugnya banyak bgt, tiap pagi mau buka twitter pasti disuruh login, udah login malah gak bisa masuk, padahal buka lewat chrome lancar-lancar aja. Pas buka dm, eh keluar sendiri. Yang bikin sebel sih ke logout sendiri itu, sebulan ini setiap hari",2024-06-09 04:48:59
Pengguna Google,1,"Sebelum di perbarui msh baik-baik aja trs twitter minta upgrade ke versi baru setelah di upgrade malah jadi aneh dan tidak bisa upload video selalu gagal bahkan sdh berkali-kali di upgrade dan uninstall trs install ulang juga masih tidak bisa upload, tolong kembalikan lagi twitter kuuuu😭",2020-01-07 13:07:27
Pengguna Google,1,"Twitter sejak berubah menjadi X jadi makin buruk kualitasnya, padahal sebelumnya Twitter saya anggap sebagai salah satu media sosial dengan alat pencarian postingan yang akurat. sekarang kenapa hasil pencariannya tidak relevan dengan setiap kata kunci yang ditulis? perihal eksistensi iklan yang makin nggak ngotak kuantitasnya, ok lah masih bisa saya maklumi (sedikit). tapi kalau sampai merambat ke kinerja salah satu fitur unggulannya begini apakah masih berhak mendapat pemakluman?",2024-09-20 15:28:15
Pengguna Google,3,saya sudah download 3 kali dan akun saya selalu kena band,2025-03-23 23:54:45
Pengguna Google,3,"Tolong diperbaiki Dulu bisa lihat notifikasi yg kita ikuti sama yg satu hari yg lalu tp sekarang gk bisa lagi lihat postingan sebelumnya ,bahkan yg sudah lewat 16 jam sudah tidak ada lagi padahal dulu bisa lihat yg sudah beberapa hari lalu tp sekarang tidak Dan gk semua pemberitahuan ada yg 14 jam lalu ada tp 13 jam setelah itu gk nampak di. Notifikasi nya jadi harus mencari lagi",2021-12-20 05:26:24
Pengguna Google,3,"apk nya bagus sih, cuma kalo buat liat video pasti ngelag dulu atau ga mau berputar sama sekali videonya, ini apk nya semenjak ganti nama nya kok jadi aneh ya, pls lah ya apk nya bagusan yg dulu .",2024-03-25 14:04:04
Pengguna Google,1,Udah mh nge lag lemot lagi,2025-03-10 15:14:55
Pengguna Google,1,Hello Twitter kenpa ini saat gw mau verivikasi dan gk ada pesan muncul klo pake email bisa tapi kenapa notif nya (tidak bisa men daftarkan dengan nomor) dan saya sudah coba berkali-kali download uninstall download uninstall tapi tetap tidak ada hasilnya kenapa ini? Tolong diperbaiki angar semua pengguna merasa jauh lebih nyaman,2020-11-21 14:56:03
Pengguna Google,5,"Twitter jadi sosmed prioritasku, awalnya download krn gampang nyari pict hd, seru jg interact di sini, tapi resolusi videonya masih buruk bgt, tolong tingkatkan hdnya agar pengguna merasa semakin nyaman, terimakasih.",2021-06-11 03:07:43
Pengguna Google,4,"Saya suka menggunakan twitter dari dulu.Hanya saja untuk melihat postingan yang terbaru hrs scroll dulu ke atas,dan itu lama sekali.Kalau bisa untuk ke depannya bisa di upgrade agar pembaruannya bisa otomatis",2020-05-27 14:18:31
Pengguna Google,2,"Aplikasinya sih bagus-bagus aja ya. Tapi menurut saya term khas dari suatu produk jadi hilang, seperti term retweet, itu kan khas banget. Iya iya aku tau itu karena nama aplikasi dan logonya berubah wkwk. Menurut saya bagusan yg lama.",2023-08-02 10:50:31
Pengguna Google,1,"Akun gak salah apa2 malah kena suspend, aneh.",2025-02-08 03:25:19
Pengguna Google,5,X(Twitter) adalah aplikasi media sosial yang wajib ada di semua perangkat saya karena hebat,2025-01-15 12:36:39
Pengguna Google,2,"Setelah apk twt saya ter upgrade, fitur dm untuk yg non mutual knp tdk ada ya?? Padahal di setting dm sdh saya klik ""allow massage"" kalo begini bagaimana untuk teman yg belum saling follow untuk meminta follback? Tolong diperbaiki lagi demi kenyamanan user twt. Terimakasih.",2023-01-26 01:40:18
Pengguna Google,5,"Akun X saya sepertinya sedang error karena tidak ada bisa menerima mention maupun DM, please help fix it urgent",2024-12-12 06:38:09
Pengguna Google,5,Aplikasi yang sangat berguna- ! Kalo tidak ada aplikasi Twitter mungkin aku tidak bisa Upload gambar ku di Ibis paint X pro ‚ Saya rating ★★★★★/Bintang 5 ‚ walau rada rusak dan lag ‚ tapi tidak apa apa itu masalah kecil tetap di perbaiki yah 😌,2023-02-13 05:43:17
Pengguna Google,1,"berhubung saya belum pernah sama sekali memakai Twitter, sehingga sya pun kurang paham mengenai Twitter & kebetulan sekali Saya instal nih apk, lalu daftar sesuai yg dituntun secara otomatis mengisi persyaratan, Aku daftar pake email trus pas nyampe suruh ngasih nomer ko nggk nongol² verifikasi padahal sinyal lancar, lalu kembali lagi ngisi nomer tapi ttp aja sampe berulang² kali, malah dpt pemberitahuan melampaui batas prcobaan, kn tdk sesuai ekspektasi gk guna saya daftar gk bisa masuk.",2020-02-19 16:15:43
Pengguna Google,1,Terlalu banyak iklan menyush kan sekali,2025-01-08 08:32:06
Pengguna Google,1,"Hmm... ada kesalahan teknis. Belum ada tweet disini, dan seharusnya ada. Periksa ulang koneksi internet Anda, lalu coba lagi. ""ku fikir wifi lemot, tapi waktu di cek engga ko, buka apk lain juga lancar"" Padahal verifikasi nomer bisa, waktu daftar juga lancar, pas udahan malah gitu, dari awal install sampe skr udah beberapa hari Gmna dunggg :"")",2020-06-25 23:42:02
Pengguna Google,2,"Tidak dapat verifikasi nomor nomor telepon selalu ada tulisan nomor telepon tidak didukung. (Padahal nomornya benar sesuai negaranya) Tolong diperbaiki ini sangat meresahkan, apabila sudah diperbaiki biar bisa berkembang dan maju",2022-12-20 17:53:35
Pengguna Google,3,"sbnarnya aku disini awalnya iseng buat baca au, terus ya lanjut gitu keterusan baca yg lain juga, tapi sekarang menu ""topic"" nya ga ada jadi au atau topic lain yg kita suka jarang muncul di home padahal itu poin plus banget buat Twitter kecewa sih sebenernya soalnya berubah banget, i hope x ini bisa jadi lebih baik ya, its ok kalo mau ada premiumnya tapi bagian topic ama bbrapa juga yg berubah tolong ya, btw Twitter itu dah ikonik tolong ga usah di ubah namanya, perbarui aja fiturnyaa not d'name",2023-10-06 20:15:00
Pengguna Google,1,Suka susah untuk refresh tweet terbaru,2025-03-11 13:20:23
Pengguna Google,1,"Mau login tapi pas bagian kode otp lewat nomer hp ngga bisa bisa, udah mah kirimnya lewat panggilan suara bukan sms, Pas udah dimasukkin kodenya tulisannya gini terus ""kode yg anda masukkan salah"", padahal udah bener bener diteliti Entah ini udah yang keberapa kalinya masih gitu terus padahal udah lebih dari 2 bulan-an tolong min diperbaiki",2021-08-01 02:59:47
Pengguna Google,3,"Baru bergabung 2021 lalu. Biasa aja, jarang nge-twit dan udah terbiasa jadi penonton. Banyak hal yang bisa kita jelajahi disini seperti; perbedaan persepsi, miskomunikasi, adu argumentasi, cemoohan dan masih banyak lagi. Memang terdengar berat, tapi cukup menyenangkan. Saya suka keributan.",2023-08-05 04:56:03
Pengguna Google,2,"Cukup bagus, tapi pemuatan foto profil dalam ukuran penuh sekarang sudah dibatasi menjadi ukuran 1:1, dan fitur koneksikan dengan facebook agar bisa dibagikan secara otomatis seperti pada versi yang lama sudah tidak ada sekarang.",2020-02-14 02:32:41
Pengguna Google,1,"Tolong untuk memperbaiki fitur video. Ketika memutar satu video, video lain malah ikut terputar dan suara video satu dengan lainnya bercampur..., dan itu sangat mengganggu",2023-04-28 00:22:08
Pengguna Google,1,"Jujur kesal sekali ketika login selalu muncul verivikasi nomor telepon, saya sudah berkali kali mencoba verivikasi tersebut namun notifnya belum juga muncul, saya harap verivikasi nomor telepon ini bisa segera di hilangkan, karena saya sebagai pengguna baru yang ingin mengakses sangat kesulitan, bahkan saya setiap membuat akun baru selalu dipaksa untuk verivikasi nomor telepon",2022-04-20 06:29:57
Pengguna Google,4,"Saya jadi lebih update tentang kabar berita dan informasi dlm segala jenis,mau itu idol saya hingga kabar luar dan dlm negeri,apk ini jga lebih hemat kuota tentu nya walopun kita menonton byk video,jauh sekali perbandingan dri apk sebelah Tq twitter",2020-10-06 21:18:04
Pengguna Google,1,"twitter sejak ganti ceo jadi gajelas. non moots tapi muncul di timeline. klik cr twt cideo bukan lagi ke twt nya tapi jadi ke profile, bikin effort banget harus scroll scroll. kalo play video juga suka error, suka loncat sendiri, udah itu ngeload lama banget, suaranya kadang gak sinkron sama video. twitter crop juga jadi besar banget, ganyaman diliat. udahlah gausah update gajelas, balikin twt yang lama",2023-03-10 09:24:42
Pengguna Google,1,"Kenapa selalu ada masalah teknis, sudah lama sekali saya tidak bermain twitter, semenjak aplikasi ini berubah nama me jadi X karena walaupun sudah di update akan tetap selalu muncul ""Maaf ada masalah teknis"" tolong perbaiki ini",2024-08-22 13:56:35
Pengguna Google,5,"Ini knpa ya? Saya udh update tapi masih kena bug juga.. dari kemaren kena bug Mulu, pas udh di update juga masih masih kena bug.. tolong dong Twitter nya punya masalah apa sih sama sayaa.. klo ga suka gaush kyk gini dong😭 Syaa mau liat update idol saya malah ga bisa kn😭",2020-03-17 17:35:03
Pengguna Google,1,"Aplikasi Sosial Media yg sangat berfaedah bagi Saya. Karena saya sebagai konsumen beberapa layanan sangat terbantu untuk terhubung dengan penyedia layanan dgn pengalaman yg jauh lebih memudahkan, sederhana, responsif & cepat, demi solusi permasalahan yang Saya hadapi untuk seger ditindaklanjuti ke depannya. Namun makin ke sini X justru jadi media Buzzer, Politik, Hatespeech, Isi kontennya penuh dengan Provokasi dan Perundungan untuk membela suatu pihak dalam kepentingan tertentu.",2024-09-02 10:06:22
Pengguna Google,1,Masih banyak bug nya,2025-03-11 12:53:48
Pengguna Google,2,"sumpah, knp Tweet nya jdi kosong semua? Bug? Dri bnyk nya bug, bug ini si yang paling ngeselin. Tlng deh di perbaiki bug nya, kirain kena bug nya cuma Tweet gua doang, ternyata sama akun lain juga gitu, kalau mau baca AU jadi gbisa, tlg.",2023-10-13 14:02:02
Pengguna Google,1,setiap saya ingin melihat vidio selalu saja ada (masalah pemutaran) padahal jaringan saya bagus tapi kenapa pas nonton vidio ditwt ada(mesalah pemutaran) jadi mimin tolong diperbaiki lagi ya twtnya ok!,2023-05-05 05:52:52
Pengguna Google,3,"Bagusnya versi dulu, skrg terlalu banyak fitur baru yg menurut saya spam contohnya kayak iklan. Dan skrg akun gampang banget sus, anehnya akun2 yg beneran ngelanggar aturan twitter justru malah aman-aman aja, aduh. 😅 Plis ayo balik ke fitur kaya dulu aja..",2023-01-20 02:54:18
Pengguna Google,1,"Applikasi bikin darting!! Niat mau bikin akun, tapi gagal mulu. Udah ganti email 2x, giliran email nya oke, no telf nya yang bermasalah. Udah nyoba 5x, tapi gagal mulu yang pas cantumkan no telf, padahal no telf nya baru! Payahhhh 👎👎",2023-09-13 13:16:59
Pengguna Google,1,"Akhir2 ini tiap kali ke log out pasti pas mau log in selalu mental, dan itu bukan hanya aku yg alami tp temenku juga. Please diperbaiki appsnya jangan eror2 donk. Masa suka nglog out in pas mau log in ga bisa2",2024-03-20 09:29:35
Pengguna Google,1,"Fitur block ga guna, user masi bisa lihat postingan kita, kek apasii.",2024-10-17 10:56:53
Pengguna Google,4,"Over all bagus. Hanya saja sering tiba-tiba ngerefresh sendiri pas lagi scroll/baca thread. Selain itu, relevansi tweet yang muncul dengan keyword yang sudah di ketik di kolom search TIDAK RELEVAN. Misalnya, saya mengetik Nicholas Saputra, tetapi yang muncul adalah Cinta Laura. Padahal di tweet itu tidak ada kata-kata Nicholas Saputra.",2022-06-26 04:36:51
Pengguna Google,1,"Mau masuk lagi gagal, gimana sih, padahal internet ada, gimana sih ini yg nyiptain",2025-03-11 13:23:22
Pengguna Google,5,belum punya followers. kebanyakan di toktok,2025-03-01 11:49:55
